customer_id,revenue,most_recent_visit,number_of_orders,recency_days
38819,509,9/7/2006,6,116
20387,908,8/7/2006,9,147
20555,1100,9/23/2006,13,100
34845,876,11/9/2006,9,53
3153,799,8/25/2006,8,129
15593,1175,10/25/2006,8,68
17531,512,10/6/2005,5,452
22158,728,12/11/2005,8,386
31272,847,11/26/2005,9,401
31221,488,9/6/2006,6,117
26271,668,12/3/2006,9,29
26486,1004,10/1/2006,10,92
35068,571,8/13/2006,7,141
28109,731,9/24/2006,10,99
16854,989,8/31/2006,8,123
7106,664,4/9/2006,7,267
7365,456,8/26/2006,7,128
18855,957,11/5/2006,11,57
24108,840,10/29/2006,7,64
16954,1163,7/25/2006,11,160
5234,610,10/13/2006,6,80
39098,1101,9/14/2006,12,109
14680,1010,7/17/2006,10,168
3441,729,11/28/2005,8,399
4450,1514,8/1/2006,13,153
14062,545,9/25/2006,5,98
1623,757,10/8/2006,9,85
22291,1733,6/4/2006,18,211
15627,317,12/18/2006,4,14
109,734,12/1/2006,8,31
24909,672,2/7/2006,11,328
16351,1159,8/7/2006,14,147
22160,612,4/26/2006,7,250
10315,683,6/13/2006,6,202
16181,1048,11/27/2006,12,35
16556,289,10/12/2005,5,446
12702,1612,5/12/2006,14,234
39081,583,9/20/2006,6,103
11665,1127,3/28/2006,13,279
13420,851,6/25/2005,11,555
975,839,1/31/2006,9,335
25618,749,8/1/2006,9,153
35820,687,3/21/2006,9,286
29719,734,7/30/2006,8,155
12769,685,5/26/2006,6,220
28306,834,6/11/2006,8,204
26744,1354,8/31/2006,11,123
37261,988,6/21/2006,7,194
32480,933,11/5/2006,9,57
3071,1040,8/23/2006,13,131
8417,763,12/10/2006,10,22
19969,997,1/17/2006,10,349
3865,1207,4/21/2006,13,255
12951,1096,6/21/2006,13,194
39439,675,9/30/2005,8,458
27359,1639,12/7/2006,16,25
14788,1026,8/25/2006,13,129
1269,752,8/27/2006,8,127
37544,760,4/3/2006,8,273
1032,708,8/26/2006,8,128
29141,1871,11/5/2006,15,57
17600,1265,8/27/2006,11,127
14306,440,9/12/2006,7,111
1698,1093,12/14/2006,13,18
15040,704,9/17/2006,10,106
35942,878,6/14/2006,8,201
11396,1550,7/3/2006,14,182
28123,896,8/7/2006,8,147
23669,1456,10/28/2006,11,65
8446,955,10/31/2006,9,62
19506,740,9/18/2006,9,105
9737,1089,3/21/2006,10,286
37295,401,6/12/2006,4,203
798,1344,8/1/2006,10,153
30137,763,10/7/2005,8,451
4314,724,9/9/2006,9,114
33923,964,8/14/2006,11,140
24661,879,9/21/2006,10,102
10374,1036,6/22/2006,9,193
34841,883,8/9/2006,9,145
37457,837,8/24/2005,9,495
31766,682,10/29/2006,8,64
27143,581,9/24/2004,5,829
24855,572,11/30/2006,7,32
10244,756,9/17/2006,7,106
28949,314,10/4/2006,4,89
19668,349,7/31/2006,4,154
5582,1291,5/10/2006,12,236
33778,2053,11/13/2006,14,49
20798,1088,10/22/2006,11,71
2295,553,11/9/2005,5,418
31709,1006,11/25/2006,11,37
28252,401,10/5/2006,6,88
7727,1462,9/18/2006,16,105
19802,1206,7/30/2006,11,155
16455,923,8/10/2006,8,144
35097,1372,10/17/2006,14,76
9809,1422,9/27/2006,14,96
6514,1207,9/15/2006,12,108
8487,1432,8/3/2006,13,151
6347,711,7/11/2006,8,174
37402,1240,7/7/2006,11,178
38831,1742,8/17/2006,16,137
31391,766,9/2/2006,8,121
12597,729,5/31/2006,9,215
19938,695,6/18/2006,8,197
11289,1112,8/16/2006,14,138
7260,1183,5/19/2006,12,227
9748,879,12/2/2005,9,395
5724,798,10/22/2006,11,71
23086,1495,8/19/2006,13,135
31896,302,12/6/2006,7,26
21431,859,10/19/2006,9,74
4810,1269,12/9/2006,13,23
2756,1197,9/3/2006,12,120
17692,316,4/21/2006,6,255
18756,771,6/23/2006,7,192
1485,863,11/9/2005,9,418
37404,1413,10/20/2006,13,73
14413,883,10/3/2006,13,90
9727,1579,11/25/2006,15,37
26436,880,9/21/2006,9,102
33181,1094,9/19/2006,13,104
18879,1106,7/4/2006,10,181
22231,858,9/10/2006,12,113
6848,1710,9/18/2006,14,105
37827,792,4/3/2006,7,273
29656,174,12/4/2006,5,28
16516,664,3/16/2006,8,291
21473,930,6/8/2006,8,207
32055,1048,10/5/2006,8,88
16584,1425,8/28/2006,10,126
10173,419,5/18/2006,4,228
16987,1394,5/15/2006,15,231
15096,1014,11/9/2006,11,53
34167,733,9/10/2006,8,113
18985,1468,7/31/2006,13,154
15014,825,6/26/2006,7,189
36763,920,8/22/2006,11,132
13033,748,10/22/2006,8,71
39025,1063,10/30/2006,12,63
25371,1220,8/19/2006,10,135
29531,621,5/15/2006,8,231
30792,749,5/23/2006,11,223
6950,1175,7/13/2006,10,172
9906,1073,4/7/2006,9,269
5391,952,6/8/2006,11,207
35329,848,12/21/2006,8,11
29491,1240,10/1/2006,12,92
6928,867,7/26/2006,10,159
24406,782,9/13/2006,10,110
9527,831,3/4/2006,8,303
2799,722,1/23/2006,9,343
12035,820,11/30/2006,11,32
39712,772,8/31/2006,8,123
37690,1050,9/27/2006,14,96
5014,1631,7/8/2006,12,177
12332,313,7/10/2006,7,175
30906,1458,9/15/2006,13,108
19255,330,9/28/2006,7,95
7988,729,10/2/2006,9,91
4431,1219,11/3/2006,13,59
21093,1673,8/1/2006,15,153
21133,1183,8/25/2006,9,129
9669,741,12/22/2005,11,375
10294,859,6/20/2006,10,195
26213,868,8/22/2006,11,132
18873,920,9/8/2005,9,480
18293,783,8/12/2006,8,142
26552,771,9/15/2005,6,473
5377,1167,10/10/2006,14,83
36943,930,7/29/2006,11,156
29326,1349,7/26/2006,13,159
37724,775,10/12/2005,8,446
24680,1529,7/9/2006,14,176
37487,1569,8/28/2006,13,126
38359,1282,8/23/2006,12,131
31690,537,6/27/2006,7,188
18839,1236,12/19/2006,14,13
13015,1292,4/7/2006,14,269
23239,819,6/28/2006,9,187
9148,1189,11/25/2006,10,37
7744,383,9/15/2006,3,108
39008,976,9/12/2006,11,111
12335,1285,9/16/2005,15,472
25105,728,2/19/2006,8,316
15070,584,7/10/2006,6,175
25320,924,7/10/2006,12,175
6223,1129,12/6/2006,13,26
18765,544,8/15/2006,8,139
4703,861,10/2/2005,8,456
37059,478,11/4/2005,4,423
36715,732,11/22/2005,6,405
10367,966,9/17/2006,11,106
5096,709,9/22/2006,10,101
36020,788,9/10/2006,8,113
5432,1399,8/9/2006,10,145
6659,884,12/16/2006,12,16
39296,1629,10/10/2006,14,83
6345,703,8/26/2006,5,128
3994,596,10/13/2006,8,80
25617,1018,10/16/2006,13,77
35261,1152,9/25/2006,7,98
18566,922,10/16/2006,9,77
16833,747,8/15/2006,8,139
14273,893,10/20/2006,11,73
25314,1431,10/24/2006,12,69
34186,718,10/10/2005,10,448
22572,999,11/25/2005,10,402
20013,1262,8/30/2006,10,124
39453,961,10/1/2006,10,92
38483,490,6/15/2006,7,200
10592,838,7/16/2006,9,169
38356,931,2/23/2006,8,312
22366,656,6/12/2006,8,203
14330,413,2/5/2006,6,330
15728,1297,10/24/2006,12,69
8289,1005,10/15/2006,10,78
13,1562,7/28/2006,16,157
31416,751,5/7/2006,10,239
11892,1143,9/30/2006,12,93
39467,332,1/14/2006,4,352
3375,949,12/10/2006,13,22
38155,500,8/7/2006,4,147
25583,747,6/20/2006,9,195
19080,1152,9/22/2006,12,101
654,1066,7/29/2006,14,156
34468,628,5/25/2006,9,221
8071,1331,7/1/2006,11,184
2121,813,6/2/2006,9,213
17164,591,7/28/2006,5,157
13831,507,9/25/2006,6,98
635,1010,1/9/2006,10,357
29163,467,9/5/2006,4,118
18107,956,6/25/2006,8,190
8823,299,3/26/2006,5,281
39989,1176,11/15/2006,11,47
6391,736,8/11/2006,10,143
27695,280,8/15/2006,2,139
25693,342,2/2/2006,4,333
18421,1198,7/13/2006,10,172
36272,857,7/4/2006,11,181
33021,676,8/6/2006,7,148
10832,1220,3/7/2006,16,300
24577,1146,12/7/2006,14,25
10487,892,12/13/2006,10,19
6629,304,9/6/2006,5,117
18257,735,10/13/2006,5,80
27184,562,5/26/2006,7,220
16052,1377,7/27/2006,12,158
19572,665,7/17/2006,9,168
32145,545,9/3/2005,6,485
32617,483,3/29/2006,7,278
29675,1270,5/27/2006,14,219
32375,573,7/16/2006,6,169
9545,746,6/4/2006,8,211
15945,1001,9/20/2006,9,103
27593,704,8/29/2006,7,125
9093,848,12/14/2006,11,18
3097,1082,8/13/2006,11,141
16621,621,8/12/2006,7,142
17111,1385,4/16/2006,11,260
7350,1142,2/17/2006,7,318
35421,1045,9/1/2006,9,122
10576,719,11/16/2006,10,46
19349,1441,12/16/2006,18,16
26517,841,6/13/2006,7,202
35025,934,10/8/2006,8,85
14533,527,7/29/2006,7,156
24913,453,8/6/2006,7,148
34113,790,10/9/2006,9,84
1136,608,1/13/2006,7,353
26594,1116,9/17/2006,11,106
6153,834,11/2/2006,10,60
13020,716,3/22/2006,6,285
2729,758,3/15/2006,9,292
32247,1127,9/28/2006,14,95
8197,1312,9/30/2006,12,93
25867,969,1/26/2006,9,340
18800,2062,10/11/2006,17,82
36613,1505,8/9/2006,12,145
38491,1674,4/27/2006,13,249
33508,1265,9/2/2006,12,121
2203,1104,8/24/2006,13,130
25428,1233,9/20/2006,15,103
30635,759,4/6/2006,11,270
35504,1107,11/13/2006,12,49
7221,1056,5/22/2006,12,224
32650,633,7/24/2006,7,161
3708,786,5/5/2006,6,241
32313,776,10/16/2006,11,77
29170,862,6/29/2006,11,186
15379,442,8/18/2006,6,136
16358,425,8/27/2006,6,127
27514,564,10/10/2006,7,83
10329,1113,11/4/2006,14,58
13131,663,11/8/2006,10,54
32558,500,10/26/2005,8,432
31453,805,8/1/2006,9,153
38237,1230,10/4/2006,12,89
10872,821,10/17/2006,10,76
17116,494,9/24/2006,6,99
31755,984,11/9/2006,9,53
11181,613,6/26/2006,6,189
26038,1160,10/1/2006,12,92
18925,470,9/28/2005,5,460
34737,244,10/25/2006,5,68
29707,1481,4/13/2006,11,263
4036,626,12/7/2006,6,25
31601,861,8/16/2006,9,138
39282,906,9/12/2006,10,111
23993,1024,12/7/2005,9,390
33605,1303,8/8/2006,11,146
1178,1126,12/27/2006,9,5
16423,1337,7/15/2006,17,170
35544,972,7/29/2006,11,156
23357,583,8/2/2006,8,152
12186,1204,9/17/2006,11,106
11417,845,3/29/2006,8,278
1296,674,9/23/2005,7,465
10385,753,9/30/2006,7,93
2656,884,2/24/2006,8,311
22211,1493,10/1/2006,14,92
2006,969,8/14/2006,9,140
20571,365,5/18/2006,4,228
30264,889,10/31/2006,10,62
33074,766,10/24/2006,7,69
8281,884,8/18/2006,8,136
28675,1230,5/1/2006,11,245
2215,928,10/24/2006,8,69
37348,761,11/4/2006,8,58
19955,386,4/26/2006,4,250
13984,729,4/28/2006,8,248
27046,800,9/2/2006,10,121
27853,185,5/13/2006,2,233
4739,438,4/24/2006,6,252
143,908,4/30/2006,11,246
38381,1071,6/9/2006,11,206
22544,1378,5/12/2006,15,234
18310,794,9/15/2006,11,108
17778,670,9/1/2006,9,122
28643,1205,9/26/2006,15,97
8882,1117,12/10/2006,13,22
32622,1415,9/26/2006,14,97
12648,656,8/2/2006,7,152
36534,1117,9/2/2006,11,121
1035,803,8/26/2006,9,128
20933,501,10/8/2006,6,85
15992,1111,11/13/2006,13,49
26505,611,10/5/2005,6,453
17328,1327,6/25/2006,17,190
18686,938,5/1/2006,11,245
7427,1797,6/23/2006,15,192
6727,1540,7/22/2006,16,163
4197,928,9/11/2006,10,112
785,852,7/30/2006,7,155
8309,519,7/26/2006,6,159
29098,906,9/30/2006,13,93
86,1056,8/18/2006,10,136
1874,832,7/29/2006,6,156
33685,1556,6/27/2006,14,188
4780,1574,11/14/2006,13,48
12724,1474,1/28/2006,16,338
6819,1250,12/11/2006,13,21
12789,1433,9/20/2006,12,103
34200,554,10/4/2006,9,89
19394,796,12/13/2005,9,384
27799,1094,8/20/2006,13,134
5569,705,9/16/2006,7,107
7384,665,4/21/2006,8,255
7385,1125,12/26/2006,12,6
24711,573,10/4/2006,8,89
4167,1328,7/24/2006,15,161
32786,952,3/8/2006,13,299
20481,901,7/16/2006,12,169
4004,1172,8/26/2006,10,128
9344,506,7/12/2006,6,173
25720,675,9/24/2006,9,99
37358,1102,9/6/2006,12,117
3752,1250,3/24/2006,12,283
22885,853,11/15/2006,9,47
443,1111,6/18/2006,10,197
19233,1214,8/18/2006,13,136
5126,1230,10/25/2005,11,433
39548,1205,9/4/2006,13,119
32802,925,7/30/2006,11,155
12205,1236,11/6/2006,12,56
10458,1286,7/2/2006,12,183
27890,834,10/25/2005,8,433
14195,936,11/6/2006,10,56
37594,1102,7/10/2006,9,175
6189,1350,9/14/2006,14,109
27332,831,6/16/2006,13,199
930,929,7/5/2006,9,180
24505,547,8/10/2006,8,144
15086,895,4/2/2006,7,274
21780,437,12/3/2005,8,394
16569,559,7/31/2006,7,154
30943,651,7/27/2006,10,158
21982,1172,11/28/2006,11,34
21930,1050,8/7/2006,10,147
4180,767,11/4/2006,10,58
39854,1035,3/2/2006,10,305
4917,823,12/6/2006,12,26
37222,1464,8/22/2006,11,132
19057,1221,9/28/2006,12,95
33858,828,6/12/2006,11,203
684,1387,10/8/2005,14,450
2661,769,3/10/2006,6,297
23278,1507,10/15/2006,13,78
10077,935,1/7/2006,9,359
32025,1092,10/14/2006,8,79
12616,882,11/8/2005,9,419
2823,1022,10/11/2006,10,82
5255,1336,11/23/2006,13,39
5421,1016,9/20/2006,17,103
35797,940,10/12/2006,11,81
28439,1299,7/29/2006,16,156
32093,1284,6/14/2006,11,201
30679,627,11/26/2006,6,36
39491,967,11/13/2006,14,49
37372,714,11/15/2005,8,412
13265,1116,7/7/2006,10,178
6273,939,11/5/2006,12,57
18468,1147,6/29/2006,9,186
4501,1454,9/17/2006,11,106
6313,767,7/17/2006,7,168
20527,1481,10/3/2006,13,90
28818,1116,7/6/2006,14,179
4401,427,9/14/2006,5,109
21789,826,8/27/2006,9,127
16723,1672,10/13/2006,14,80
12126,531,2/28/2006,6,307
20382,1076,9/24/2006,11,99
28805,860,5/16/2006,10,230
31508,1305,11/18/2006,14,44
26580,1069,12/20/2006,12,12
34853,1102,11/13/2006,13,49
6762,643,6/10/2006,8,205
12738,1417,10/20/2006,17,73
38692,1160,9/23/2006,11,100
12331,883,3/19/2006,9,288
20380,312,8/13/2006,6,141
34039,1100,12/22/2006,12,10
13128,1164,10/6/2006,11,87
23135,955,8/28/2006,11,126
24230,1115,8/25/2006,13,129
5938,1277,4/9/2006,13,267
20058,426,10/20/2006,6,73
22592,719,9/1/2006,8,122
5947,1528,9/4/2006,15,119
7136,706,7/15/2006,7,170
30375,850,8/30/2006,9,124
35560,574,11/22/2006,8,40
16975,400,11/16/2006,6,46
18094,917,11/30/2006,11,32
6748,1325,9/19/2006,10,104
25788,1314,12/17/2006,14,15
37969,936,7/28/2006,9,157
38940,1299,1/23/2006,11,343
15091,959,6/21/2006,10,194
5769,616,2/17/2006,8,318
31822,540,4/30/2006,6,246
19974,881,11/14/2006,11,48
7485,444,12/28/2006,7,4
3888,965,4/4/2006,13,272
12578,1607,12/8/2006,16,24
20270,956,2/15/2006,10,320
31653,1161,11/4/2006,8,58
640,854,3/19/2006,7,288
32084,788,11/22/2006,10,40
14166,1192,7/5/2006,11,180
27984,998,6/26/2006,9,189
15495,871,9/18/2006,10,105
30350,931,11/6/2006,9,56
16001,248,8/5/2006,4,149
17830,634,5/8/2006,6,238
21348,974,9/10/2006,9,113
17028,872,5/19/2006,9,227
2437,673,6/1/2006,9,214
21884,622,10/29/2006,8,64
26584,895,5/27/2006,12,219
21750,576,9/23/2005,8,465
28871,744,5/26/2006,11,220
5734,1122,8/13/2006,14,141
38199,593,10/3/2006,7,90
17545,607,7/27/2006,8,158
16111,1506,11/3/2006,14,59
12141,667,8/28/2006,10,126
35510,799,10/17/2006,6,76
13347,817,6/14/2006,12,201
9160,704,5/5/2006,8,241
30795,867,11/23/2005,11,404
12878,480,7/16/2005,6,534
7658,787,8/11/2006,9,143
20050,819,8/18/2006,7,136
5122,740,5/2/2006,9,244
26287,1318,1/6/2006,11,360
19570,970,8/23/2006,9,131
3611,413,10/23/2006,6,70
15780,984,8/17/2006,8,137
7158,1276,7/7/2006,13,178
26554,1349,9/12/2006,12,111
24331,825,8/1/2006,9,153
26736,705,11/1/2006,9,61
33148,686,7/21/2006,7,164
11696,1051,12/19/2005,9,378
24535,639,7/15/2006,7,170
12602,1509,8/31/2006,17,123
29343,864,4/30/2006,8,246
2917,1568,10/22/2006,18,71
1681,1505,8/25/2006,12,129
22377,669,6/15/2006,6,200
6140,1125,7/17/2006,11,168
2154,390,7/28/2006,4,157
33561,400,10/20/2006,6,73
35420,692,3/14/2006,8,293
5484,1686,6/13/2006,18,202
32299,874,9/20/2006,9,103
7965,970,3/1/2006,12,306
13536,821,11/11/2005,9,416
21547,1234,9/11/2006,15,112
16656,1859,10/1/2006,18,92
7961,1431,11/11/2006,13,51
22402,923,9/11/2006,11,112
29538,735,10/29/2006,8,64
8453,1944,6/10/2006,15,205
1430,907,8/22/2006,13,132
32886,651,10/10/2006,9,83
18096,357,6/8/2006,4,207
1113,1184,11/1/2006,12,61
20067,837,7/1/2006,8,184
14940,995,8/18/2006,9,136
36931,743,12/1/2006,11,31
33258,770,11/11/2005,8,416
17848,643,10/7/2006,5,86
17072,1311,12/29/2006,12,3
10498,1393,8/9/2006,17,145
35660,791,7/28/2006,8,157
22098,470,8/23/2006,6,131
29281,408,9/12/2006,6,111
37534,372,6/11/2005,4,569
8836,264,4/9/2006,4,267
39045,927,10/8/2005,8,450
13189,797,4/17/2006,10,259
11473,348,9/24/2006,6,99
7216,1501,2/3/2006,13,332
2614,1016,8/25/2006,9,129
20929,1097,6/15/2006,11,200
11584,1327,9/22/2006,13,101
28072,1250,8/29/2005,11,490
24215,1228,5/20/2006,11,226
15954,1214,11/9/2006,12,53
29293,853,8/31/2006,8,123
23534,680,4/19/2006,10,257
29507,878,4/24/2006,8,252
26385,709,4/9/2006,8,267
36561,774,5/5/2006,7,241
22145,902,6/16/2006,9,199
37565,1215,7/13/2006,15,172
21165,1003,3/10/2006,8,297
5252,1050,7/30/2006,10,155
29568,1024,8/20/2006,11,134
19679,765,3/26/2006,9,281
25970,998,8/27/2006,14,127
12487,1021,10/16/2006,8,77
3733,1200,8/28/2006,15,126
23499,846,12/5/2006,11,27
1674,1830,9/16/2006,18,107
3890,927,1/22/2006,13,344
28090,817,8/7/2006,10,147
35891,1042,12/2/2006,12,30
26938,891,10/30/2006,12,63
28619,705,2/25/2006,8,310
38190,483,5/24/2006,8,222
22584,1093,9/30/2006,13,93
2948,1335,11/23/2006,14,39
17206,649,9/7/2005,7,481
34504,876,8/27/2006,10,127
32980,1259,9/25/2006,15,98
16265,574,2/8/2006,8,327
38026,560,7/23/2006,7,162
6577,1431,10/20/2006,14,73
32052,1139,12/11/2005,11,386
7383,1228,9/14/2006,12,109
32827,805,10/2/2006,10,91
6198,717,11/26/2005,6,401
35939,975,7/1/2006,11,184
27181,963,7/22/2006,10,163
22378,1212,11/17/2006,12,45
31299,668,7/5/2006,10,180
22127,1178,7/3/2006,13,182
36275,962,9/2/2006,10,121
35053,115,3/8/2006,4,299
14104,1906,10/7/2006,17,86
25946,436,12/5/2006,7,27
12085,1356,9/28/2006,14,95
33292,1250,10/28/2006,11,65
25354,1141,8/29/2006,13,125
38626,1239,10/13/2006,12,80
9022,1375,9/30/2005,10,458
18093,970,6/18/2006,11,197
5047,1435,11/16/2005,13,411
36999,1151,7/26/2005,10,524
3171,780,12/22/2005,7,375
13284,986,8/28/2006,7,126
33160,775,10/1/2006,7,92
30491,984,10/2/2005,11,456
28048,586,5/15/2005,5,596
20791,1151,8/10/2006,14,144
26627,577,6/17/2006,7,198
35815,895,9/13/2006,9,110
11630,1000,7/6/2006,10,179
33124,1591,7/9/2006,14,176
33614,392,11/1/2006,5,61
27322,1039,9/18/2006,9,105
31651,699,9/27/2005,7,461
36947,969,9/6/2006,12,117
14147,924,8/5/2006,13,149
3966,951,8/29/2006,11,125
28625,535,3/9/2006,5,298
30355,1064,8/25/2005,8,494
7115,348,9/10/2006,6,113
35405,359,10/2/2004,3,821
21295,874,10/22/2005,10,436
24651,785,7/5/2006,8,180
14790,1154,2/20/2006,13,315
33816,766,9/8/2006,8,115
35860,941,8/19/2006,11,135
31670,691,9/18/2006,7,105
30093,445,3/9/2006,11,298
38756,1184,8/30/2006,13,124
28334,632,12/12/2006,7,20
10225,553,4/16/2006,7,260
7782,694,8/8/2006,8,146
17442,1308,1/11/2006,13,355
20147,402,4/4/2006,7,272
16213,777,8/15/2006,8,139
24262,541,6/28/2006,5,187
38257,1031,10/6/2006,11,87
24947,1422,5/24/2006,13,222
12739,1329,7/6/2006,12,179
22917,1565,9/21/2006,14,102
581,290,12/17/2005,5,380
34656,1373,10/28/2006,14,65
16374,360,9/26/2005,4,462
2511,1107,11/1/2005,9,426
1392,1399,5/4/2006,12,242
2978,595,10/5/2006,7,88
33521,712,1/1/2006,8,365
7123,593,5/10/2006,6,236
5820,792,1/5/2006,6,361
37846,684,1/12/2006,9,354
39196,1000,8/20/2006,13,134
39383,836,11/25/2006,11,37
17903,1105,12/8/2006,13,24
9244,654,8/2/2005,4,517
10521,729,6/24/2006,6,191
22130,870,9/13/2006,11,110
26166,1460,10/6/2006,14,87
2236,908,12/5/2005,10,392
13930,878,9/15/2006,8,108
17469,878,12/13/2006,7,19
26124,1596,8/28/2006,14,126
22772,1267,2/18/2006,12,317
35105,1030,8/28/2006,9,126
20407,807,12/5/2006,10,27
29397,2236,4/22/2006,17,254
29244,1097,10/16/2005,10,442
10299,1395,10/15/2006,11,78
12406,986,4/4/2006,12,272
16485,441,11/2/2006,10,60
30200,400,10/12/2005,5,446
27373,569,11/19/2006,8,43
11160,898,5/24/2006,14,222
27845,642,11/18/2006,9,44
16342,620,7/14/2006,6,171
14920,1152,8/24/2006,10,130
18323,523,8/12/2006,10,142
11754,611,8/18/2006,6,136
26123,1283,6/27/2006,12,188
30551,973,9/15/2006,8,108
18564,1199,8/27/2006,14,127
15790,737,11/11/2006,12,51
861,961,12/11/2006,10,21
16340,1090,9/10/2006,12,113
19178,1055,8/1/2006,9,153
15977,346,11/3/2005,6,424
15010,918,12/29/2005,11,368
19539,534,5/28/2005,6,583
30626,1109,12/8/2006,10,24
27028,980,8/21/2006,9,133
25956,798,5/30/2006,10,216
825,1029,7/23/2006,10,162
29052,799,6/1/2006,8,214
39872,659,3/19/2006,8,288
9255,801,1/13/2006,10,353
27424,1170,9/9/2006,14,114
31258,1363,9/15/2006,14,108
5235,1599,12/17/2006,14,15
20558,1089,10/29/2006,11,64
4629,996,6/11/2006,10,204
30161,802,10/8/2005,11,450
27177,815,9/27/2006,8,96
33064,525,4/27/2005,4,614
33402,631,8/2/2006,9,152
3428,904,10/8/2006,10,85
10854,138,7/28/2006,4,157
11783,859,7/1/2006,10,184
33691,446,4/19/2006,6,257
23549,737,5/21/2006,9,225
10855,1058,12/11/2006,10,21
5290,1000,10/27/2005,9,431
33188,434,9/9/2006,7,114
392,388,7/26/2005,4,524
16829,744,5/20/2006,7,226
34276,826,12/21/2006,10,11
26330,923,7/10/2006,12,175
16783,1129,8/13/2006,11,141
24323,797,10/29/2006,9,64
18461,645,4/7/2006,9,269
32235,631,5/22/2006,10,224
29154,1538,10/26/2006,15,67
32237,892,9/25/2006,8,98
9370,435,12/14/2005,7,383
23159,609,10/16/2006,8,77
32388,527,8/14/2006,7,140
32220,1370,10/31/2006,15,62
5785,913,8/26/2006,10,128
33323,774,4/16/2006,11,260
17068,1424,11/15/2006,11,47
36815,378,5/13/2006,5,233
19838,311,10/20/2006,5,73
11166,1045,9/22/2006,12,101
33989,946,12/13/2005,8,384
1771,784,3/24/2006,11,283
3757,1081,2/7/2006,10,328
4102,1279,9/13/2006,14,110
22806,1017,7/3/2006,13,182
33274,909,12/29/2006,11,3
20130,474,9/6/2006,6,117
28952,1413,12/3/2006,12,29
19544,714,6/1/2006,7,214
26887,726,7/16/2006,7,169
10482,863,1/4/2006,10,362
34715,1067,9/3/2006,11,120
15234,1379,8/6/2006,13,148
37587,1278,7/15/2006,12,170
2665,861,10/4/2006,10,89
33490,942,6/26/2006,10,189
22282,778,11/13/2006,7,49
24151,278,4/28/2006,4,248
23960,1551,6/28/2006,12,187
24876,1437,6/9/2006,12,206
16663,1304,12/11/2006,13,21
34955,893,9/19/2006,9,104
36300,857,9/8/2006,11,115
5088,546,7/30/2006,6,155
21736,1097,3/24/2006,11,283
34443,1119,8/12/2006,14,142
10946,868,7/6/2006,10,179
27108,480,7/22/2006,4,163
7021,944,9/25/2006,10,98
24066,381,6/8/2006,6,207
35434,1361,9/17/2006,14,106
34911,645,6/9/2005,6,571
4238,1094,7/17/2006,11,168
7513,498,9/26/2006,7,97
21880,1010,8/27/2006,15,127
11583,1346,12/1/2006,12,31
24523,629,9/25/2006,11,98
32923,728,4/20/2006,5,256
6397,1702,8/18/2006,17,136
27810,814,11/18/2006,10,44
14870,965,7/20/2006,10,165
35920,1106,9/12/2006,13,111
22952,917,9/18/2006,10,105
20412,748,10/7/2006,6,86
21018,1220,8/6/2005,12,513
5159,728,8/26/2006,10,128
32800,992,9/21/2006,9,102
6141,918,9/25/2006,10,98
28217,763,8/18/2006,9,136
19898,1463,8/11/2006,15,143
11645,576,8/21/2006,6,133
1983,969,11/3/2006,12,59
14247,580,9/2/2006,6,121
14548,555,6/19/2006,7,196
35438,978,7/27/2006,12,158
15862,723,9/26/2006,9,97
24630,978,3/19/2006,7,288
1180,1347,10/24/2006,15,69
16907,1341,11/30/2005,12,397
25944,1011,9/5/2006,12,118
37632,1565,10/14/2006,14,79
14857,922,11/7/2006,9,55
32121,1299,8/27/2006,13,127
9202,592,12/2/2005,6,395
38679,920,7/12/2006,10,173
23666,350,10/8/2006,7,85
29962,892,7/17/2006,12,168
29961,1484,12/7/2006,11,25
18797,1103,10/19/2006,13,74
18438,322,6/1/2006,5,214
35739,1111,11/4/2006,10,58
26677,994,3/9/2006,8,298
17015,833,9/4/2006,8,119
28099,376,6/12/2006,5,203
38335,432,10/24/2006,6,69
25254,765,11/22/2006,10,40
37645,1024,4/3/2006,11,273
36587,614,9/25/2006,6,98
24714,848,11/9/2006,8,53
18790,596,6/10/2006,7,205
29142,575,8/14/2006,6,140
8601,1777,11/21/2006,15,41
2700,1292,6/22/2006,12,193
38102,752,12/14/2006,8,18
11898,804,3/5/2006,8,302
22630,947,8/13/2006,9,141
7037,1703,11/22/2006,17,40
28283,741,7/28/2006,9,157
17786,412,3/5/2006,4,302
31169,816,10/2/2006,9,91
11388,1152,10/11/2006,9,82
29552,1219,8/29/2006,9,125
37931,846,7/16/2006,10,169
10232,835,6/9/2006,12,206
18129,781,6/9/2006,9,206
22726,1046,10/7/2006,14,86
547,1291,4/15/2006,13,261
15093,596,2/25/2006,8,310
37433,337,11/5/2006,6,57
11949,1141,9/3/2006,13,120
20518,1162,10/10/2006,9,83
35847,1556,11/13/2006,16,49
1934,978,11/6/2006,11,56
19633,1439,4/12/2006,17,264
16102,1526,10/25/2005,12,433
32844,881,4/8/2006,10,268
31333,1280,9/29/2006,13,94
7080,930,11/7/2006,10,55
25164,507,11/22/2006,7,40
2983,866,10/18/2006,11,75
19896,908,10/26/2006,10,67
17970,337,12/31/2005,4,366
15835,743,10/7/2005,7,451
39466,866,8/13/2006,8,141
17272,267,4/15/2006,4,261
27361,1554,6/17/2006,14,198
35215,827,9/2/2006,6,121
29548,769,8/3/2006,12,151
35006,790,4/17/2006,8,259
16066,697,7/3/2006,7,182
